p6;ksp2_1;-0,746;-1,337;0;0;0;0;1;1;1;;
p6;Body2;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body4;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body5;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body23;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body24;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body25;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body26;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body27;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body28;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body29;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body30;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body31;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body32;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body33;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body35;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body36;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body39;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;Body42;-0,7460001;-1,337;9,313226E-08;270;89,99994;0;0,1;0,1;0,1;;
p6;ksp2_1 (1);-0,436;-1,699;0;0;0;0;1;1;1;;
p6;Body2;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body4;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body5;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body23;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body24;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body25;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body26;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body27;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body28;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body29;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body30;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body31;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body32;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body33;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body35;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body36;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
p6;Body39;-0,4359997;-1,699;3,539026E-07;270;89,99994;0;0,1;0,1;0,1;;
